TARGET_ATTRIBUTE_ID,SOURCE_NAME,ATTRIBUTE_NAME,URL,main_entity,VALUE,predicate_name
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/101,ENTITY#112,16:10,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/102,ENTITY#112,16:10,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/122,ENTITY#196,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/149,ENTITY#233,16:10,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/17,ENTITY#198,16:10,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/175,ENTITY#143,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/179,ENTITY#122,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/182,ENTITY#031,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/184,ENTITY#157,21:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/186,ENTITY#104,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/192,ENTITY#134,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/197,ENTITY#175,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/200,ENTITY#174,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/214,ENTITY#141,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/228,ENTITY#128,16:10,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/23,ENTITY#119,16:10,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/235,ENTITY#144,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/240,ENTITY#177,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/244,ENTITY#032,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/25,ENTITY#043,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/264,ENTITY#079,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/281,ENTITY#132,21:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/284,ENTITY#117,21:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/295,ENTITY#189,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/303,ENTITY#155,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/305,ENTITY#235,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/308,ENTITY#150,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/322,ENTITY#035,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/331,ENTITY#091,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/339,ENTITY#168,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/363,ENTITY#165,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/364,ENTITY#107,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/375,ENTITY#192,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/382,ENTITY#188,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/39,ENTITY#163,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/397,ENTITY#153,16:10,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/400,ENTITY#076,05:04,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/402,ENTITY#100,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/405,ENTITY#195,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/409,ENTITY#140,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/411,ENTITY#173,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/430,ENTITY#045,21:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/432,ENTITY#200,16:10,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/436,ENTITY#130,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/44,ENTITY#081,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/445,ENTITY#090,05:04,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/449,ENTITY#232,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/469,ENTITY#190,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/475,ENTITY#159,05:04,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/476,ENTITY#198,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/487,ENTITY#093,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/491,ENTITY#171,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/5,ENTITY#129,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/521,ENTITY#164,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/534,ENTITY#033,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/537,ENTITY#081,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/544,ENTITY#030,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/55,ENTITY#102,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/555,ENTITY#142,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/561,ENTITY#187,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/563,ENTITY#023,05:04,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/566,ENTITY#136,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/589,ENTITY#085,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/59,ENTITY#167,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/593,ENTITY#176,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/594,ENTITY#124,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/6,ENTITY#194,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/605,ENTITY#139,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/611,ENTITY#046,21:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/620,ENTITY#145,16:09,supported_aspect_ratio
35,ca.pcpartpicker.com,aspect ratio,http:///ca.pcpartpicker.com/625,ENTITY#034,16:09,supported_aspect_ratio
